Time,Latitude,Longitude,Altitude,Speed
2014/09/06 03:00:04 AM,-33.97222,23.43119,221,96
2014/09/06 03:00:09 AM,-33.97117,23.43189,223,95
2014/09/06 03:00:14 AM,-33.97042,23.433,223,95
2014/09/06 03:00:20 AM,-33.97003,23.43467,220,98
2014/09/06 03:00:34 AM,-33.96933,23.43861,217,98
2014/09/06 03:00:42 AM,-33.96867,23.44083,219,100
2014/09/06 03:00:47 AM,-33.96881,23.44233,219,100
2014/09/06 03:00:57 AM,-33.96922,23.44519,214,99
2014/09/06 03:01:02 AM,-33.96878,23.44661,211,100
2014/09/06 03:01:07 AM,-33.96797,23.44769,213,96
2014/09/06 03:01:19 AM,-33.96575,23.45,209,101
2014/09/06 03:01:24 AM,-33.96539,23.45144,213,102
2014/09/06 03:01:52 AM,-33.96536,23.45956,221,99
2014/09/06 03:02:00 AM,-33.96572,23.46192,223,102
2014/09/06 03:02:05 AM,-33.96533,23.46342,223,106
2014/09/06 03:02:29 AM,-33.96175,23.47019,224,109
2014/09/06 03:04:08 AM,-33.94225,23.48819,255,80
2014/09/06 03:04:10 AM,-33.94206,23.48831,255,80
2014/09/06 03:04:41 AM,-33.93625,23.49119,262,81
2014/09/06 03:04:52 AM,-33.93494,23.49328,260,83
2014/09/06 03:05:02 AM,-33.93444,23.49575,257,89
2014/09/06 03:07:13 AM,-33.93328,23.54022,266,119
2014/09/06 03:08:03 AM,-33.93894,23.55639,251,118
2014/09/06 03:09:10 AM,-33.9383,23.58028,279,121
2014/09/06 03:10:37 AM,-33.93808,23.61086,268,101
2014/09/06 03:10:51 AM,-33.93981,23.61444,266,102
2014/09/06 03:13:51 AM,-33.96625,23.63789,231,115
2014/09/06 03:14:10 AM,-33.96686,23.64461,215,112
2014/09/06 03:16:51 AM,-33.97122,23.69778,234,112
2014/09/06 03:19:12 AM,-33.97428,23.74747,231,116
2014/09/06 03:19:51 AM,-33.97461,23.75933,235,86
2014/09/06 03:22:51 AM,-33.97378,23.81439,243,103
2014/09/06 03:24:13 AM,-33.97131,23.83797,240,91
2014/09/06 03:25:33 AM,-33.96842,23.85994,249,92
2014/09/06 03:26:06 AM,-33.96494,23.86808,248,95
2014/09/06 03:29:06 AM,-33.96761,23.91775,246,94
2014/09/06 03:29:14 AM,-33.96775,23.91994,247,90
2014/09/06 03:31:06 AM,-33.97125,23.95075,252,91
2014/09/06 03:34:05 AM,-33.98217,24.01153,240,117
2014/09/06 03:34:15 AM,-33.98239,24.01517,239,121
2014/09/06 03:35:21 AM,-33.98186,24.03828,243,119
2014/09/06 03:35:52 AM,-33.98036,24.04908,240,120
2014/09/06 03:38:51 AM,-33.99106,24.10983,244,121
2014/09/06 03:39:16 AM,-33.99122,24.11942,242,122
2014/09/06 03:41:51 AM,-33.99311,24.17544,255,127
2014/09/06 03:44:17 AM,-33.99814,24.22989,259,121
2014/09/06 03:44:51 AM,-33.99983,24.24261,247,121
2014/09/06 03:47:51 AM,-34.01311,24.30667,248,126
2014/09/06 03:49:18 AM,-34.02317,24.33856,226,130
2014/09/06 03:50:51 AM,-34.0335,24.3715,224,118
2014/09/06 03:53:51 AM,-34.04867,24.43553,212,127
2014/09/06 03:54:19 AM,-34.04961,24.446,212,118
2014/09/06 03:56:51 AM,-34.05442,24.49936,226,131
2014/09/06 03:57:25 AM,-34.05461,24.51217,228,117
2014/09/06 03:59:10 AM,-34.04117,24.54633,157,112
2014/09/06 03:59:19 AM,-34.03925,24.54858,161,108
2014/09/06 03:59:22 AM,-34.03875,24.54897,162,107
2014/09/06 03:59:49 AM,-34.03286,24.55369,153,106
2014/09/06 03:59:57 AM,-34.03194,24.55603,151,108
2014/09/06 04:00:05 AM,-34.03186,24.55867,143,114
2014/09/06 04:00:45 AM,-34.03664,24.57219,100,122
2014/09/06 04:01:20 AM,-34.04147,24.58211,116,100
2014/09/06 04:01:31 AM,-34.04133,24.58533,129,96
2014/09/06 04:01:42 AM,-34.04019,24.58814,142,93
2014/09/06 04:04:22 AM,-34.01539,24.62972,144,124
2014/09/06 04:04:30 AM,-34.01456,24.63289,136,119
2014/09/06 04:06:55 AM,-34.00383,24.67819,192,99
2014/09/06 04:08:03 AM,-33.99406,24.69519,248,110
2014/09/06 04:08:17 AM,-33.99378,24.70003,244,120
2014/09/06 04:09:21 AM,-33.99472,24.72244,254,110
2014/09/06 04:11:17 AM,-34.00058,24.758,229,113
2014/09/06 04:14:17 AM,-34.01694,24.81544,194,115
2014/09/06 04:14:24 AM,-34.01753,24.81742,192,113
2014/09/06 04:16:21 AM,-34.02803,24.85728,88,121
2014/09/06 04:16:33 AM,-34.02711,24.8615,87,116
2014/09/06 04:19:23 AM,-34.00525,24.90042,87,104
2014/09/06 04:19:33 AM,-34.00403,24.90289,78,107
2014/09/06 04:22:33 AM,-33.97414,24.94094,51,109
2014/09/06 04:23:42 AM,-33.95939,24.95522,59,110
2014/09/06 04:24:25 AM,-33.95361,24.96667,61,91
2014/09/06 04:26:41 AM,-33.93858,24.99644,20,96
2014/09/06 04:27:18 AM,-33.93442,25.00619,5,91
2014/09/06 04:29:26 AM,-33.93039,25.03897,57,50
2014/09/06 04:29:33 AM,-33.93019,25.03958,59,13
2014/09/06 04:32:32 AM,-33.93014,25.03969,58,0
2014/09/06 04:34:10 AM,-33.93011,25.03972,59,3
2014/09/06 04:34:27 AM,-33.92992,25.04089,65,39
2014/09/06 04:36:17 AM,-33.92117,25.06294,174,81
2014/09/06 04:36:41 AM,-33.91739,25.067,189,94
2014/09/06 04:36:50 AM,-33.91528,25.06767,183,96
2014/09/06 04:37:07 AM,-33.91136,25.06853,167,89
2014/09/06 04:37:17 AM,-33.90972,25.07019,171,85
2014/09/06 04:38:18 AM,-33.90197,25.08528,142,97
2014/09/06 04:38:56 AM,-33.90142,25.09608,165,95
2014/09/06 04:39:06 AM,-33.902,25.09842,173,71
2014/09/06 04:39:25 AM,-33.90325,25.10244,184,85
2014/09/06 04:39:29 AM,-33.90331,25.10325,185,88
2014/09/06 04:39:52 AM,-33.90292,25.10994,207,94
2014/09/06 04:41:44 AM,-33.89186,25.13903,219,94
2014/09/06 04:44:25 AM,-33.90358,25.18344,218,102
2014/09/06 04:44:29 AM,-33.90403,25.18453,217,100
2014/09/06 04:45:37 AM,-33.91053,25.20181,208,88
2014/09/06 04:48:37 AM,-33.90944,25.25211,230,94
2014/09/06 04:49:30 AM,-33.91278,25.2665,225,94
2014/09/06 04:51:37 AM,-33.92078,25.30117,217,93
2014/09/06 04:54:32 AM,-33.93169,25.34836,216,94
2014/09/06 04:54:37 AM,-33.93192,25.3495,215,93
2014/09/06 04:57:37 AM,-33.945,25.39739,204,93
2014/09/06 04:59:10 AM,-33.95083,25.422,204,89
2014/09/06 04:59:32 AM,-33.95036,25.42767,203,84
2014/09/06 05:02:09 AM,-33.94689,25.46531,173,65
2014/09/06 05:04:34 AM,-33.94628,25.4995,161,77
2014/09/06 05:05:09 AM,-33.94803,25.508,153,80
2014/09/06 05:06:57 AM,-33.94586,25.53361,118,67
2014/09/06 05:08:35 AM,-33.94108,25.54828,117,28
2014/09/06 05:08:47 AM,-33.94053,25.54903,116,26
2014/09/06 05:09:35 AM,-33.93967,25.54967,112,0
2014/09/06 05:10:53 AM,-33.9395,25.54986,114,4
2014/09/06 05:10:56 AM,-33.93947,25.54997,113,15
2014/09/06 05:10:58 AM,-33.9395,25.55008,113,21
2014/09/06 05:11:02 AM,-33.93969,25.55033,113,31
2014/09/06 05:11:17 AM,-33.94067,25.55144,112,30
2014/09/06 05:11:19 AM,-33.94069,25.55161,112,34
2014/09/06 05:11:31 AM,-33.94019,25.55336,109,57
2014/09/06 05:12:01 AM,-33.93828,25.55839,103,51
2014/09/06 05:13:04 AM,-33.94044,25.56794,100,25
2014/09/06 05:13:20 AM,-33.94086,25.56983,95,51
2014/09/06 05:13:24 AM,-33.94083,25.57047,94,53
2014/09/06 05:14:36 AM,-33.93672,25.57983,54,0
2014/09/06 05:15:52 AM,-33.93658,25.58111,47,5
2014/09/06 05:15:54 AM,-33.93658,25.58114,47,4
2014/09/06 05:16:01 AM,-33.9365,25.58117,46,5
2014/09/06 05:16:04 AM,-33.9365,25.58119,45,3
2014/09/06 05:19:04 AM,-33.9365,25.58125,48,0
2014/09/06 05:19:37 AM,-33.93653,25.58122,49,0
2014/09/06 05:19:41 AM,-33.9365,25.58128,48,3
2014/09/06 05:19:45 AM,-33.93647,25.58133,47,8
2014/09/06 05:19:50 AM,-33.93633,25.58156,47,25
2014/09/06 05:20:52 AM,-33.93411,25.58347,39,5
2014/09/06 05:20:54 AM,-33.93408,25.58344,38,11
2014/09/06 05:23:48 AM,-33.92658,25.57122,39,27
2014/09/06 05:24:38 AM,-33.92645,25.57092,38,0
2014/09/06 05:26:47 AM,-33.92644,25.57089,37,0
2014/09/06 05:29:38 AM,-33.92645,25.57086,37,0
2014/09/06 05:34:39 AM,-33.92647,25.57086,35,0
2014/09/06 05:39:40 AM,-33.92647,25.57086,39,0
2014/09/06 05:44:41 AM,-33.92647,25.57086,37,0
2014/09/06 05:49:42 AM,-33.92645,25.57086,38,0
2014/09/06 05:54:44 AM,-33.92645,25.57086,38,0
2014/09/06 05:55:38 AM,-33.92642,25.57086,38,2
2014/09/06 05:56:26 AM,-33.92361,25.56706,37,48
2014/09/06 05:56:40 AM,-33.92258,25.56644,36,20
2014/09/06 05:56:42 AM,-33.9225,25.56647,36,20
2014/09/06 05:56:44 AM,-33.92242,25.56658,35,28
2014/09/06 05:57:05 AM,-33.92061,25.56867,26,52
2014/09/06 05:57:49 AM,-33.91442,25.57025,22,48
2014/09/06 05:58:04 AM,-33.91308,25.57242,19,62
2014/09/06 05:59:18 AM,-33.91031,25.58278,20,54
2014/09/06 05:59:32 AM,-33.90917,25.58397,26,24
2014/09/06 05:59:34 AM,-33.90906,25.58397,26,23
2014/09/06 05:59:36 AM,-33.90897,25.58389,26,22
2014/09/06 05:59:41 AM,-33.90869,25.58361,27,28
2014/09/06 05:59:44 AM,-33.9085,25.58347,28,38
2014/09/06 06:01:45 AM,-33.89189,25.57617,22,69
2014/09/06 06:02:14 AM,-33.88908,25.57203,28,68
2014/09/06 06:03:02 AM,-33.88378,25.56947,36,12
2014/09/06 06:03:12 AM,-33.88361,25.56928,36,15
2014/09/06 06:03:13 AM,-33.88358,25.56931,36,16
2014/09/06 06:03:14 AM,-33.88356,25.56933,36,17
2014/09/06 06:04:39 AM,-33.8765,25.57589,13,20
2014/09/06 06:04:41 AM,-33.87642,25.57592,13,22
2014/09/06 06:04:45 AM,-33.87619,25.576,13,22
2014/09/06 06:04:46 AM,-33.87617,25.57603,13,21
2014/09/06 06:04:48 AM,-33.87611,25.57617,13,23
2014/09/06 06:06:33 AM,-33.87378,25.58444,6,15
2014/09/06 06:06:35 AM,-33.87375,25.5845,5,14
2014/09/06 06:06:37 AM,-33.87367,25.58453,5,15
2014/09/06 06:06:39 AM,-33.87358,25.58447,5,19
2014/09/06 06:08:52 AM,-33.86392,25.57694,3,12
2014/09/06 06:08:53 AM,-33.86386,25.57694,3,13
2014/09/06 06:08:55 AM,-33.86383,25.57703,3,16
2014/09/06 06:09:33 AM,-33.86258,25.57967,2,14
2014/09/06 06:09:34 AM,-33.86256,25.57967,2,16
2014/09/06 06:09:47 AM,-33.86211,25.57925,2,20
2014/09/06 06:10:04 AM,-33.86139,25.57886,0,17
2014/09/06 06:10:23 AM,-33.86086,25.57833,0,7
2014/09/06 06:10:27 AM,-33.86078,25.57825,0,11
2014/09/06 06:10:35 AM,-33.86064,25.57808,0,9
2014/09/06 06:10:43 AM,-33.86056,25.57792,0,7
2014/09/06 06:10:45 AM,-33.86053,25.57792,0,5
2014/09/06 06:10:47 AM,-33.8605,25.57792,0,5
2014/09/06 06:10:51 AM,-33.86044,25.57797,-1,6
2014/09/06 06:11:04 AM,-33.86028,25.57819,-2,7
2014/09/06 06:11:06 AM,-33.86022,25.57819,-2,7
2014/09/06 06:11:08 AM,-33.86019,25.57817,-2,6
2014/09/06 06:11:25 AM,-33.86006,25.57803,0,2
2014/09/06 06:11:27 AM,-33.86006,25.57803,-1,2
2014/09/06 06:11:30 AM,-33.86008,25.578,-1,2
2014/09/06 06:11:35 AM,-33.86008,25.578,-1,2
2014/09/06 06:11:38 AM,-33.86006,25.578,-1,2
2014/09/06 06:11:47 AM,-33.86006,25.57806,0,2
2014/09/06 06:11:58 AM,-33.86008,25.57808,0,2
2014/09/06 06:12:15 AM,-33.86008,25.57808,0,2
2014/09/06 06:12:18 AM,-33.86006,25.57808,-1,3
2014/09/06 06:12:21 AM,-33.86003,25.57806,-1,3
2014/09/06 06:12:23 AM,-33.86003,25.57803,-1,5
2014/09/06 06:12:26 AM,-33.86008,25.578,-1,3
2014/09/06 06:12:29 AM,-33.86008,25.57797,-1,2
2014/09/06 06:12:43 AM,-33.86019,25.57786,0,4
2014/09/06 06:12:46 AM,-33.86019,25.57783,0,2
2014/09/06 06:12:49 AM,-33.86019,25.57781,0,2
2014/09/06 06:12:56 AM,-33.86019,25.57778,0,2
2014/09/06 06:15:55 AM,-33.86014,25.57775,0,0
2014/09/06 06:19:49 AM,-33.86014,25.57772,6,0
2014/09/06 06:23:38 AM,-33.86014,25.57772,3,0
2014/09/06 06:23:45 AM,-33.86014,25.57767,2,0
2014/09/06 06:54:58 AM,-33.8602,25.57772,4,0
